passage,tag
"He kissed her once, slowly, as though establishing something, and then he pulled back and looked at her face and whatever he found there made him kiss her again, longer this time, his hands moving to her waist. She had been telling herself for six weeks that this was not going to happen and she had been wrong about that in a way she was prepared to be wrong about. He walked her backward toward the bedroom with a patience that suggested he intended to take his time and she found this both infuriating and exactly right. He undressed her with a care that felt like attention — each button, each clasp, a considered act — and she stood in the lamplight of the bedroom and let him look at her, which was itself a form of trust. He traced the line of her collarbone with one finger and then with his mouth and she closed her eyes and felt the warmth of it travel through her. She reached for his shirt and he helped her with it and she spread her hands on his chest and felt his heart beating under her palms, fast and deliberate. He laid her down on the bed and followed her and the weight of him was exactly what she had known it would be, certain and present. He moved with a thoroughness that suggested he had been paying attention to her for longer than she had known he was paying attention, and she arched into him and gave herself over to being known in this particular way. When she finally came apart it was with his name in her mouth and his eyes on her face and the whole complicated history of the past six weeks resolving itself into something simple and complete. She lay afterward with her head on his chest and his hand moving slowly through her hair and the night was quiet around them and she did not feel the need to say anything, which was its own form of intimacy.",strong
"She had said yes before she had finished thinking about whether to say yes, which was the best way she had ever made a decision. He kissed her in the hallway of her building and she kissed him back and they took the elevator and she let them into her apartment and he came in and she closed the door. They kissed in her living room and then moved to the bedroom and she turned on the lamp and turned to him and he was already looking at her. He undressed her slowly and she undressed him and they stood together in the warm lamp light and she looked at him without shyness and he looked at her. He was warm and solid under her hands and she spread her palms on his chest and felt him breathe. He laid her on the bed and kissed her from her throat downward and she held his head and arched under his mouth and felt the pleasure of it as something total and clear. She came from his mouth with her back off the bed and his hands on her hips holding her and it was loud and prolonged and exactly right. He moved up her body and entered her and the sensation of him inside her was the specific pleasure she had been anticipating and it was better than the anticipation. They moved together and she went with him and they came together at the end of a long, beautiful climb and lay afterward in her apartment with the lamp still on and the street sounds coming through the window and she felt that she was exactly where she was supposed to be. She lay in the warm lamplight and felt the room settle around them. He turned to look at her and she turned to look at him and they were both entirely satisfied.",strong
"She had decided on the way over and she had not un-decided in the elevator and she was not going to un-decide at the door. She knocked and he opened it and she kissed him in the doorway and he kissed her back and stepped back to let her in and she came in and the door closed. He kissed her again and his hands went to her waist and she went closer and his hands went to her back. They were kissing for a long time in the hallway and then they were kissing in the bedroom and then they were undressing each other and she looked at him in the low light and she was right about him in the ways she had imagined and surprised about him in the ways she had not. He pulled her close and the warmth of his skin against hers was the specific pleasure she had been wanting and she put her hands on his chest and felt his heart. He laid her on the bed and kissed her from her throat to her hip and she arched under his mouth and gave him sounds that were information and he used the information well. She came under his hands and then under his mouth and then he entered her and the sensation was deep and total and she felt it throughout her body. He moved inside her and she rose to meet him and they found a rhythm that was urgent and right and she came a third time just as he came and they lay afterward unable to speak for a moment, which was the best kind of silence. She pressed herself against him and felt the warmth of him around her. She thought she had done the right thing and she was entirely correct.",strong
"He had her against the wall in the hallway before they reached the bedroom and she was entirely in favor of this development. She kissed him back with everything she had and her hands were in his hair and his hands were everywhere and the hallway was perfectly adequate for their current purposes. He got her blouse open and she helped him and he pressed his mouth to her throat and the top of her breast and she arched into him. She pulled at his shirt and he shrugged out of it without letting go of her and she spread her hands on the warm skin of his back. They made it to the bedroom in stages, acquiring floor space in increments, leaving a trail of clothing that neither of them noted. She went down onto the bed with him above her and looked up at his face and the look on it made her pull him down and closer. He kissed her mouth and then her breasts and then moved down her body and she gripped the headboard and stopped thinking in anything but sensation. He brought her to climax with his mouth and held her through it and then moved over her and entered her slowly and she gasped at the fullness of it. He moved and she moved and the rhythm they found was urgent and deep and she came again while he was still inside her, a sharp and total pleasure, and he followed moments after and they lay tangled and breathing in the wreckage of the bed. He pulled her close and she went close and they lay in the quiet of the morning and neither of them was in any hurry to begin the day.",strong
The promotion meant she would be his supervisor. They both took a moment with that information.,absent
"She turned from the window and found him closer than she had expected, which meant she was facing him from a distance of approximately six inches, which was a different situation than the one she had been in when she turned to the window. He was looking at her with an expression she had catalogued and not yet addressed. She looked back at him. He said her name quietly, as though testing whether it would do anything, and it did — it closed the remaining six inches. She kissed him and he kissed her back and his hands went to her waist and she put her hands on his chest and felt his heart. They kissed for a long time in the middle of the room with the window light behind her. He said her name again, differently this time, and she said yes, and they both knew what the yes meant. He took her hand and she took his and they went to the bedroom and he opened the door and stood back and she went in. He came in after her and closed the door and in the dark she reached for him and found him already reaching for her. She turned off the lamp and lay in the dark and thought about what he had said about wanting to see her and decided Saturday was too far away. She was going to suggest Thursday.",weak
The lights of the marina were reflected on the water below the window and she looked at them for a moment before she turned from the window to find him already looking at her. She crossed the room and kissed him and he kissed her back and his hands went around her waist. They moved to the bed and undressed each other in the blue water-light from the window and she looked at him and he looked at her and they were both without reserve. He laid her on the bed and kissed her from her shoulder to her hip and she arched under his mouth and his hands and felt the pleasure of it spread through her. He brought her to climax with his hands and then with his mouth and she held his head and felt the release go through her in long waves. He moved over her and entered her and she felt him fill her and she exhaled with the depth of the pleasure. He moved inside her and she moved with him and the rhythm between them was deep and unhurried and then less unhurried. She came again while he was inside her and felt his release follow hers and they lay afterward with the water lights moving on the ceiling and she felt more at peace than she had felt in a long time. She lay in the lamplight and felt the warmth of him around her. He said her name softly and she answered and they were quiet after that.,strong
"She had told herself she was going to say goodnight and go home and she was at the door saying goodnight and then she was kissing him instead, which was perhaps what she had meant to do all along. He kissed her back and stepped back from the door and she came in and it closed and they were in his apartment and she was done saying goodnight. He undressed her in the hallway, starting with her coat and working inward, and she helped him and they left the trail to the bedroom. He laid her on the bed and she reached for him and he came over her and she felt his weight settle onto her and pulled him closer. He kissed her mouth and her throat and moved down her body and she held his head and arched under him and told him what she wanted with the specificity of a woman who knows what she wants. She came under his mouth with a prolonged and total release and gripped his head and stayed in it until it was finished. He entered her and the sensation was deep and right and complete and she felt it in her whole body. They moved together and she wrapped her legs around him and they went toward the end of it with urgency and arrived there together and lay afterward in the dim light and she thought that she had meant to say goodnight and had done something much better instead. She pressed her face to his shoulder and breathed him in. He put his arm around her and the room was quiet and she was content to stay exactly where she was.",strong
"He had not meant to stay so late and she had not meant to let him stay so late and it was one in the morning and neither of them was making any move toward the door. She was sitting cross-legged on the couch and he was at the other end and somewhere in the conversation the distance between them had closed and she was not entirely sure when. He was looking at her with the expression she had been filing under not yet for three months. She said his name and he said her name back and she leaned forward and kissed him, which was the natural conclusion of the expression and the one-in-the-morning and all three months. He kissed her back and his hand came up to her face and held it there. They kissed for a long time on the couch and when they stopped she was sitting in his lap, which was not where she had started the evening. He said he should probably go and she said probably and neither of them moved for a considerable amount of time after that. She went to bed still wearing the sweater, which was impractical and deliberate. She thought she was going to return it on Sunday.",weak
"He said her name and she turned from the window and went to him and kissed him and the decision was made. He kissed her back and his hands moved over her with the attention she had been wanting. They went to the bedroom and she stood in the lamplight while he undressed her, each clasp and button a deliberate act, and she let the slowness of it happen because the slowness was part of what he was giving her. She undressed him and looked at him and told him what she saw, which was appreciative and accurate, and he looked at her and told her the same. He laid her on the bed and kissed her from her throat to her hip and she arched under his mouth and felt the pleasure of it travel through her. He brought her to climax with his hands and his mouth and she came loudly and gripped his shoulders and went through it entirely. He moved over her and entered her and she felt him fill her and the sensation was deep and right and she exhaled with the pleasure of it. He moved inside her and she rose with him and they found the rhythm and the depth and the pace that suited them both and climbed together toward the end of it. She came hard and he came with her and they lay in the lamplight and she felt more entirely herself than she had felt in a considerable time. She lay in the warm aftermath and felt the specific ease of something finally and correctly done. He put his hand on her back and she left it there.",strong
"She had decided on her way up in the elevator and she had not un-decided in the hallway and she was not going to un-decide now. She knocked and he opened the door in his shirtsleeves and she kissed him before he could say anything. He kissed her back immediately and decisively and pulled her into the room and closed the door. She got his shirt off and he got her dress off and they looked at each other and she felt no urge to retreat, which confirmed that the elevator decision had been the right one. He pulled her close and the warmth of his chest against her skin was a pleasure that was also a relief, as though something that had been tight in her for a long time had loosened. He walked her backward to the bed and she sat on it and pulled him down and he came willingly and covered her and the weight of him was right. He kissed her and moved down her body with a patience and attention that she found she could not rush and did not want to rush. She came from his hands and then again from his mouth and pulled him up and into her and felt the deep pleasure of him fill her. He moved slowly at first and then with increasing urgency and she matched him and urged him deeper with her heels at his back and he went deeper and she went with him to a place that was very simple and very complete. They lay afterward with their legs tangled and she felt entirely present in herself, which was not always the case and which she credited entirely to him. She pressed herself against the warmth of him and felt his arm around her waist. They lay like that in the quiet and she was content to stay exactly there.",strong
"The fire was burning low in the grate and the brandy was finished and they had run out of excuses to not do what they had both known they were going to do since approximately dinner. He kissed her by the fire first and she kissed him back and the kissing settled the matter. He stood and took her hand and she took it and they went upstairs and he opened the bedroom door and stood back to let her in, which was a courtesy she found she liked. She turned in the room and he was there and they undressed in the firelight coming through the open door, watching each other. He was beautiful in that light and she told him so and he looked at her in a way that said he was thinking the same thing. He laid her on the bed and covered her with his body and she wrapped herself around him. He kissed every part of her he could reach and she ran her hands over every part of him and they took their time because they had decided they were going to take their time. She came before he entered her and she was still trembling when he did and she felt every sensation with unusual acuity, as though pleasure had sharpened her. They moved together and she rose with him and met each thrust and when she came again she felt it in her toes and gripped him and heard herself cry out. He came with her name on his lips and lay over her afterward, heavy and warm, and neither of them spoke for a long time.",strong
"They had been avoiding talking about it for two months and then they talked about it, all at once, on a Tuesday night in her kitchen while the pasta overcooked. He said his part and she said her part and the kitchen was very quiet when they were done. She looked at him across the kitchen and he looked at her and the two months of not-talking were still in the room with them. She crossed the kitchen and kissed him and he kissed her back and his arms went around her. The pasta was forgotten on the stove. They kissed for a long time and when they stopped he was holding her with his face in her hair and she was holding him with her hands on his back. She said she should turn the stove off and he said she should and neither of them moved. He kissed her hair and then her temple and then when she turned her face, her mouth again. The pasta was a loss. Everything else was not a loss. She turned off the stove eventually and they made toast and ate it at her kitchen table and the two months were still in the room but they were different now.",weak
He fixed her porch steps on a Saturday morning while she brought him coffee and tried not to watch the way he worked.,absent
He remembered that she took her coffee with one sugar and no milk. She noticed that he remembered.,absent
"He undressed her slowly in the dim room and she stood still and let him, which was itself a decision she had made. He unzipped her dress and slid it from her shoulders and it fell and she stepped out of it and stood in the lamplight in her underwear and he looked at her for a long moment without speaking. She reached up and unhooked her bra and let it fall too, because the looking was warm and she did not want to interrupt it. He came to her and kissed her and she kissed him back and his hands moved over her shoulders and down her back. They stood kissing for a long time and she felt desire as something warm and patient, unhurried by the certainty of what came next. He guided her toward the bed and she sat on the edge of it and looked up at him. He bent and kissed her forehead and then her mouth and then the side of her neck, and she closed her eyes and felt each one. She lay back on the bed and he lay beside her and she turned to face him and they kissed again in the dim light. He said her name softly and she said his and she reached for him in the dark. He said goodnight eventually and she let him go and stood in her bedroom doorway looking at the lamplight from the hall. She thought she had been right to come to the kitchen.",weak
"She had said goodnight on the doorstep and then he had kissed her and she had kissed him back and the goodnight had been revised. They went inside and the door closed and she turned to him in her own hallway and kissed him again with more intention this time, and he kissed her back with more intention too, and they were both clear on the subject. He undressed her in the bedroom and she helped him and stood in the lamplight and felt his eyes on her and did not look away. She reached for his shirt and he shrugged it off and she spread her hands on his chest and he put his hands on her waist and pulled her close. The warmth of his skin against hers made her catch her breath and he heard it and kissed her more deeply. He moved her toward the bed and she sat and then lay back and he came over her and she felt his weight settle onto her and pulled him closer. He kissed her throat and her breasts and moved his hands over her with an attention that she found herself unable to hurry, which was unusual for her and exactly right. She came under his hands with a sound she did not suppress and then he entered her and the sensation of him filled her entirely. He moved inside her and she moved with him and the pleasure built in long, rolling waves. She came a second time while he was inside her and felt him follow and they lay afterward, his weight half on her, her hand on his back, breathing together.",strong
"She had been in his arms for twenty minutes at the train station, which was longer than a goodbye hug warranted and shorter than she wanted. He held her with his face in her hair and she held him with her hands on his back and neither of them was the first to let go. When they finally separated he kept his hands on her shoulders and looked at her face with an expression she could not read and was going to think about on the train. He kissed her forehead and then, after a moment, her mouth — a brief, deliberate kiss that she felt in her sternum. She kissed him back and then they were both leaning slightly away and the train was boarding and she picked up her bag. She walked through the gate and turned once to look back and he was still standing there with his hands in his jacket pockets watching her. She found her seat and put her bag in the overhead and sat down and looked out the window at the platform. He was still there. She kept her eyes on the platform until the train moved and then she kept her eyes on the place where the platform had been. She spent the first hour of the journey thinking about the kiss and the second hour thinking about what came after the train.",weak
"The dance had been his idea and she had said yes without quite meaning to and now his hand was at the small of her back and they were moving together and she was entirely in favor of both of these facts. He was a good dancer, which she had not expected, and she told him so, and he said she made it easy, which she suspected was a line and did not care. She could feel the warmth of his hand through the fabric of her dress. His face was close to hers and she was aware of his breath and his cologne and the specific quality of his attention. He said something in her ear that she did not entirely hear because the band was loud, and she turned her face toward his to ask him to repeat it, and their faces were very close. She did not ask him to repeat it. They danced through the rest of the song and most of the next one before the band took a break. He did not entirely remove his hand from the small of her back when they left the floor. She said she needed some air and he said he would come with her and they went outside together and stood in the cool night and she was thinking about the almost-moment on the dance floor with a specificity that suggested the evening was not over. She got into the elevator feeling as though the evening had tipped into something new. She thought about the almost-moment all the way to her floor and decided she was going to do something about it.",weak
"She found him in the kitchen at midnight, which was where he had said he would be if she changed her mind, and she had changed her mind. He was making coffee and he looked up when she came in and he did not say anything about the changed mind, which was the right response. She sat at his counter and he set a mug in front of her and they sat on opposite sides of the counter and drank coffee at midnight and talked for an hour. He came around the counter at some point and stood beside her and she turned on the stool to face him and they were close. He tucked her hair behind her ear with one hand and she felt the gesture in a way that was entirely disproportionate to its scale. He kissed her and she kissed him back and it was a late-night, changed-mind, coffee-tasting kiss that contained everything the changed mind had decided. She put her hands on his face and held him there and kissed him with the entirety of what she had come to the kitchen to say. He held her by the waist and she felt the warmth of his hands through her shirt and thought the changed mind had been worth the cold walk down the hallway. She went home in the good warmth of the conversation and the decision it had produced and fell asleep thinking about his arm around her in the kitchen and what came after. She thought the kitchen had been the right place to go.",weak
The photo on his desk was of a lake she recognized. She asked him about it and he told her the whole story of that summer and she listened to all of it.,absent
The partnership agreement required both their signatures. They sat across the table from each other and signed it and shook hands and she drove home and sat in the driveway for a long time.,absent
He was standing too close. She was aware of it and did not move away.,absent
"The lake was cold but she went in anyway because he had already gone in and she was not going to stand on the dock while he swam. She came up gasping and he was laughing at her reaction to the cold and she splashed him and he splashed her back and they swam in the cold lake in the late afternoon sun. They swam to the dock on the far side of the cove and pulled themselves out and sat on it in the sun to dry, close together for warmth. He put his arm around her shoulders and she leaned into him and felt the warmth of his sun-warmed skin and the cold coming off the water below them. He said something about the view and she said it was good and she was not looking at the view. He looked down at her and she looked up at him and he kissed her — a lake-tasting, sun-warm, completely right kiss. She kissed him back and they sat on the dock kissing in the afternoon sun and she thought she was going to remember this specifically. They swam back eventually, neither of them in any hurry. On the dock, putting her shoes on, she was already thinking about the drive back to the cabin and what might happen after dinner. She thought about the dock and the sun and the kiss the whole way back to the cabin. She had a very clear idea of what she wanted to happen after dinner.",weak
They had argued so thoroughly about the restaurant that by the time they agreed on the diner it was nine-thirty and they were both laughing.,absent
He had cooked for her three times now. Each meal was better than the last and more clearly not the point.,absent
"The wine was gone and the conversation had wound down to its honest conclusion and they looked at each other across the quiet of her living room and the conclusion was obvious. She kissed him first, standing from the couch and leaning across to him, and he kissed her back and stood too and they stood kissing in her living room until they went to the bedroom. He undressed her in the lamplight and she stood in the warm circle of it and let him look at her and felt no impulse to cover herself, which was not always the case and which told her she had chosen well. She undressed him and spread her hands on his chest and felt his heartbeat and told him she was glad he was there. He pulled her close and the warmth of skin against skin made her close her eyes. He laid her on the bed and kissed her from her collarbone downward and she held his head and arched under his mouth and gave herself over to what he was doing. She came from his mouth in a long, rolling release that left her trembling and he held her and then entered her and the sensation of him inside her was immediately and completely right. They moved together and she found the rhythm and matched it and urged him and he went and she went and they came together at the end of a good, long climb and lay in the warm aftermath and the room was quiet around them and she felt the specific peace of having done exactly what she meant to do. She lay in the warm aftermath and felt entirely present in herself. He said her name softly and she said his and they were quiet after that and the quiet was good.",strong
She reread his email four times before answering it. She spent forty minutes on a reply that was two sentences long.,absent
"It was the third date and they had been circling the question of what came after dinner and now, in the elevator of her building, the question had resolved itself without requiring discussion. He kissed her in the elevator and she kissed him back with the straightforwardness of a decision made. She got her key in the lock on the second try, which she considered adequate performance under the circumstances, and they went inside and the door closed and she turned to him. He kissed her again and his hands moved to the zip of her dress and she reached up and moved her hair out of the way, which was all the permission he needed. He drew the zip down and she let the dress fall and turned to face him in the lamplight and he looked at her with an expression that told her everything she needed to know. She undressed him with equal efficiency and they stood together and she spread her hands on his chest and he put his hands on her hips and they stood like that for a moment before he walked her to the bed. He laid her down and kissed her from her collarbone to her hip and she lay back and felt the pleasure of his attention travel through her and build. He brought her to climax with his hands and with his mouth and she was still trembling when he entered her and the first deep stroke made her gasp. They moved together and she pulled him deeper and he went deeper and she rose with him toward the end of it, which came in a long, shuddering wave that left her entirely undone. He came just after her and lay beside her and she tucked herself against him and they lay in the lamplight and she told him it had been very good and he said it had been very good and they were both understating it. She lay in the lamplight and felt entirely herself, which was its own pleasure alongside the others. He said her name softly and she turned to look at him.",strong
He had three siblings and remembered all their birthdays and she found this detail disproportionately moving.,absent
"She had agreed to one drink and it had become three drinks and the bar was closing and they were the last ones at the table and the server was looking at them with patience wearing thin. He paid the bill, which she let him do because arguing would have taken time she did not want to spend on arguing. They went out into the cold and he pulled her close and she went close and they stood on the sidewalk outside the bar in the late night cold, close together. He said he did not want the evening to end and she said she didn't either and they looked at each other in the lamplight. He kissed her on the sidewalk outside the closing bar and it was a cold-night, late-evening, last-call kiss and she kissed him back thoroughly. His hands were cold on her face and she did not mind. They stood on the sidewalk kissing until someone leaving the bar made a comment and they stepped apart and laughed. He walked her to her car and kissed her once more at the door and said goodnight in a way that meant something. She drove home with the particular warmth of a good evening still on her and was glad she had stayed for the third drink. She went inside and stood in her hallway and touched her mouth with her fingers, which she had told herself she was not going to do again. She did it anyway and did not feel self-conscious about it at all.",weak
"He had been her neighbor for two years and she had been aware of him for two years and she had not done anything about this awareness for two years and then one Tuesday he knocked on her door with a bottle of wine and said he had opened it and would she like a glass and she had said yes. They drank the wine and talked for three hours and when he left she walked him to her door and they stood in the doorway and she thought about kissing him. He looked at her in a way that suggested he was thinking about the same thing. He said goodnight and she said goodnight and he leaned in and kissed her cheek and then, when she did not move away, turned it into something more. She kissed him back with all the two years of awareness behind it and felt him respond with equal feeling. They stood in her doorway kissing for a long and pleasant time. He pulled back eventually and looked at her with an expression that suggested he was reassessing the last two years. She said goodnight again and he said goodnight and he went to his apartment and she closed her door and stood in her hallway for a moment thinking that Tuesday had turned out considerably better than she had expected. She stood in her hallway with her back to the door and thought about the doorstep and the goodnight. Tuesday had been the right night to accept the invitation.",weak
The drive from Santa Fe to Taos took ninety minutes and he spent it asking her questions about her work in a way that suggested he had actually read what she sent him.,absent
"The negotiation had taken three hours and she was exhausted. He drove her back to her hotel in silence, and she was grateful for it.",absent
"He kissed her at the door when he said goodnight, which was the first time he had kissed her, and it was a good kiss — unhurried and certain, with his hand on her jaw tilting her face up to his. She kissed him back and felt the warmth of it travel through her and stood on her doorstep afterward watching him walk down the path. She went inside and closed the door and leaned against it for a moment in the dark hallway. Her heart was going faster than was strictly warranted by one kiss. She touched her mouth with her fingers and then felt self-conscious about doing so and went to the kitchen to make tea. The tea sat cooling on the counter while she stood at the window looking at the street where his car had been. She had known this was going to happen — had felt it building for weeks — and knowing had not prepared her for the specific reality of his mouth on hers. She thought about calling her sister and decided against it because she did not yet have the vocabulary for what she wanted to say. She went to bed at eleven and lay in the dark thinking about the kiss until she fell asleep, which took longer than usual. She called him the next day to confirm plans for Saturday and spent more time than necessary deciding what to say. It turned out the call was easy and short and everything was already decided.",weak
"She had been in his arms for twenty minutes at the train station, which was longer than a goodbye hug warranted and shorter than she wanted. He held her with his face in her hair and she held him with her hands on his back and neither of them was the first to let go. When they finally separated he kept his hands on her shoulders and looked at her face with an expression she could not read and was going to think about on the train. He kissed her forehead and then, after a moment, her mouth — a brief, deliberate kiss that she felt in her sternum. She kissed him back and then they were both leaning slightly away and the train was boarding and she picked up her bag. She walked through the gate and turned once to look back and he was still standing there with his hands in his jacket pockets watching her. She found her seat and put her bag in the overhead and sat down and looked out the window at the platform. He was still there. She kept her eyes on the platform until the train moved and then she kept her eyes on the place where the platform had been. She spent the first hour of the journey thinking about the kiss and the second hour thinking about what came after the train.",weak
"The dance had been his idea and she had said yes without quite meaning to and now his hand was at the small of her back and they were moving together and she was entirely in favor of both of these facts. He was a good dancer, which she had not expected, and she told him so, and he said she made it easy, which she suspected was a line and did not care. She could feel the warmth of his hand through the fabric of her dress. His face was close to hers and she was aware of his breath and his cologne and the specific quality of his attention. He said something in her ear that she did not entirely hear because the band was loud, and she turned her face toward his to ask him to repeat it, and their faces were very close. She did not ask him to repeat it. They danced through the rest of the song and most of the next one before the band took a break. He did not entirely remove his hand from the small of her back when they left the floor. She said she needed some air and he said he would come with her and they went outside together and stood in the cool night and she was thinking about the almost-moment on the dance floor with a specificity that suggested the evening was not over. She got into the elevator feeling as though the evening had tipped into something new. She thought about the almost-moment all the way to her floor and decided she was going to do something about it.",weak
"They had been on the couch watching the film for two hours and somewhere in the second hour she had ended up with her head on his shoulder and his arm around her and neither of them had remarked on this transition. The film finished and the credits rolled and they did not move. She was aware of his thumb moving slowly on her arm, which she suspected he was not entirely aware of doing. She turned her face up to look at him and he was looking down at her and they stayed like that for a moment that was its own kind of conversation. He kissed her, softly, once, and pulled back and looked at her again. She kissed him back with more intention and felt his arm tighten around her. They kissed for a long, unhurried time on the couch with the credits still rolling on the television. When they stopped she was sitting up and his hands were in her hair and they were both breathing slightly differently than before. He said her name in a way that asked a question and she said yes, which answered it. She stood and took his hand and led him down the hallway and the television played on in the empty living room.",weak
"She had not meant to fall asleep on his couch and she woke to find herself covered with a blanket she had not put there and the lamp turned low. He was in the armchair across from her reading, and he looked up when she stirred and said good morning, which told her how late she had slept. She sat up and tried to smooth her hair and felt self-conscious about falling asleep in his house and he said she had looked comfortable and he had not wanted to wake her, which helped. He made coffee and she sat at his kitchen table while he made it and they talked easily in the way of people who have passed some threshold of intimacy, not a dramatic threshold, but a real one. He set the coffee in front of her and their hands touched briefly on the mug and neither of them moved away. She stayed for another hour and when she left he kissed her at the door — her cheek, then, when she turned her face, her mouth. It was a brief kiss and a warm one and she carried it home with her on the drive back and thought about it for the rest of the afternoon. She went to bed and lay awake thinking about the blanket and the thumb on her arm and the question-and-answer of the kiss. She had a clear answer and intended to give it in person.",weak
"He undressed her slowly in the dim room and she stood still and let him, which was itself a decision she had made. He unzipped her dress and slid it from her shoulders and it fell and she stepped out of it and stood in the lamplight in her underwear and he looked at her for a long moment without speaking. She reached up and unhooked her bra and let it fall too, because the looking was warm and she did not want to interrupt it. He came to her and kissed her and she kissed him back and his hands moved over her shoulders and down her back. They stood kissing for a long time and she felt desire as something warm and patient, unhurried by the certainty of what came next. He guided her toward the bed and she sat on the edge of it and looked up at him. He bent and kissed her forehead and then her mouth and then the side of her neck, and she closed her eyes and felt each one. She lay back on the bed and he lay beside her and she turned to face him and they kissed again in the dim light. He said her name softly and she said his and she reached for him in the dark. He said goodnight eventually and she let him go and stood in her bedroom doorway looking at the lamplight from the hall. She thought she had been right to come to the kitchen.",weak
"She answered the door in her bathrobe, which was not what she had planned, and he stood on the step and took in the bathrobe and the towel she had forgotten was on her head and smiled. She told him she had lost track of time and he said she looked fine, which was a generous assessment. She let him in and went to get dressed and was aware of him in her living room while she stood in her bedroom pulling on clothes with an awareness of him that was slightly different from usual. She came out of the bedroom and he was looking at a photograph on the bookshelf and he turned when he heard her and looked at her in the way he had been looking at her lately, which was different from how he had looked at her six months ago. She asked if she looked less ridiculous now and he said she had never looked ridiculous. They stood in her living room for a moment before he crossed to her and kissed her, which she had been expecting for two weeks and which was still a surprise in the best sense. She kissed him back and his hands went around her waist and she felt the warmth of them through her shirt. They stood kissing in her living room and when they stopped he was still holding her and she did not move out of his arms. She made dinner and ate it thinking about the kiss in her living room and the specific warmth of his hands through her shirt. She was going to need to think of something else to invite him over for.",weak
"The lake was cold but she went in anyway because he had already gone in and she was not going to stand on the dock while he swam. She came up gasping and he was laughing at her reaction to the cold and she splashed him and he splashed her back and they swam in the cold lake in the late afternoon sun. They swam to the dock on the far side of the cove and pulled themselves out and sat on it in the sun to dry, close together for warmth. He put his arm around her shoulders and she leaned into him and felt the warmth of his sun-warmed skin and the cold coming off the water below them. He said something about the view and she said it was good and she was not looking at the view. He looked down at her and she looked up at him and he kissed her — a lake-tasting, sun-warm, completely right kiss. She kissed him back and they sat on the dock kissing in the afternoon sun and she thought she was going to remember this specifically. They swam back eventually, neither of them in any hurry. On the dock, putting her shoes on, she was already thinking about the drive back to the cabin and what might happen after dinner. She thought about the dock and the sun and the kiss the whole way back to the cabin. She had a very clear idea of what she wanted to happen after dinner.",weak
"He had been her neighbor for two years and she had been aware of him for two years and she had not done anything about this awareness for two years and then one Tuesday he knocked on her door with a bottle of wine and said he had opened it and would she like a glass and she had said yes. They drank the wine and talked for three hours and when he left she walked him to her door and they stood in the doorway and she thought about kissing him. He looked at her in a way that suggested he was thinking about the same thing. He said goodnight and she said goodnight and he leaned in and kissed her cheek and then, when she did not move away, turned it into something more. She kissed him back with all the two years of awareness behind it and felt him respond with equal feeling. They stood in her doorway kissing for a long and pleasant time. He pulled back eventually and looked at her with an expression that suggested he was reassessing the last two years. She said goodnight again and he said goodnight and he went to his apartment and she closed her door and stood in her hallway for a moment thinking that Tuesday had turned out considerably better than she had expected. She stood in her hallway with her back to the door and thought about the doorstep and the goodnight. Tuesday had been the right night to accept the invitation.",weak
"She had agreed to model for his photography class as a favor and she had understood abstractly that this would involve being looked at and had not understood it concretely until she was in the studio under the lights and he was behind the camera looking at her through the lens. He said shift your weight and she shifted her weight and he said chin up and she raised her chin and his voice was entirely professional. He came to adjust the light behind her and stood close and the professionalism was still entirely intact and she was the one having feelings about it, which she filed for later examination. He said she was a natural in front of the camera and she said she had a good photographer, which was true and also the closest she had come to saying something direct. They packed up after the session and walked to her car and he said he would send her the best shots and she said she would like that. He kissed her at her car — just once, brief, his hand on her face — and said he had wanted to do that since the first light adjustment. She said she had wondered and he said she should stop wondering. She drove home with the particular heightened quality of attention that came after something that had been anticipated for a long time. She lay in the dark thinking about the photograph session and the paint on his hands and the way he had looked at her. She thought the portrait was going to take considerably longer than planned.",weak
